1.596214173116053958e+00,-1.114805203665620581e-01
1.451132789624891339e+00,9.077723197947159539e-01
2.849143366369317310e+00,1.574964160216741460e+00
3.673359206845384861e+00,1.520405772786273646e+00
3.509351994791626517e+00,8.783982263929920320e-01
3.523248428066550364e+00,8.795841951448296614e-01
3.687255640120307376e+00,1.521591741538109277e+00
3.258337527326450989e+00,1.556919043753007603e+00
2.509511839373104181e+00,8.154239348661674880e-01
2.315503585561176525e+00,-6.523660249057720850e-02
1.596214173116055068e+00,-1.114805203665640010e-01
7.448369509580199388e-01,4.886849248193241291e-01
1.146995641246508102e+00,5.802663736192896771e-01
1.946918139266017311e+00,4.840455531603071182e-01
2.863647042169394474e+00,4.441165021414211767e-01
3.021476464699380582e+00,8.604563077684909689e-03
2.619423877899741626e+00,6.434364153716107815e-01
3.218467652370401222e+00,2.585361055650526652e+00
4.135557023999278492e+00,4.077967423575857175e+00
4.659971277233880826e+00,4.377023991925931945e+00
4.594195735285268256e+00,3.840440260161053221e+00
3.892179757260216810e+00,3.053505915965896822e+00
2.719239302357216115e+00,2.208698029991378764e+00
1.515500066806312329e+00,1.266988730357079262e+00
4.828821856502581999e-01,5.138418331862925070e-01
-2.409827907782146894e-01,6.753477354734344074e-02
-2.058094713044696100e-01,-5.452712487714619360e-01
6.279895748630777152e-01,-1.070631158010143080e+00
1.165538082794394192e+00,-1.708986677207177340e+00
1.181584047456979869e+00,-2.054850583904112238e+00
6.298040208425890185e-01,-1.635006825493150684e+00
-2.501200261130318570e-01,-7.046581673688001590e-01
-7.879260337011201321e-01,8.833779324178145376e-02
-5.961382889986229783e-01,1.158280431115916442e-01
-5.431214144440938973e-01,1.905029342762746269e-01
-8.044732677160976175e-01,3.646073387325401982e-01
-7.176107531241252557e-01,-1.064091874281790501e-01
-1.781249670576964816e-01,-4.355549304922221587e-01
7.663401068022318574e-02,-2.221440449219613256e-01
5.839229851885031908e-02,-4.929948251567419226e-01
-1.446498871227182292e-01,-9.631874612969393290e-01
-3.351469650257670185e-01,-1.489320486634244212e+00
-3.643932001938122722e-01,-1.749123176147273639e+00
-3.162727580500623858e-01,-1.494208104752464905e+00
-1.403578041842082902e-01,-1.063480662805789345e+00
-8.831004184247283340e-02,-9.133309196619521231e-01
-1.594199018685997227e-01,-5.767876229350371586e-01
-3.936724106688502811e-01,-3.226188843537906581e-01
-9.993053910979813326e-01,-2.890165301239535078e-01
-1.503546144253578465e+00,-3.962461639848407352e-03
-1.718113512873104654e+00,1.520136080705332127e-01
-1.500999565970059679e+00,-1.816427627850719928e-01
-1.270101542188823318e+00,-3.572271521982403608e-01
-1.270101542188823318e+00,-3.572271521982403608e-01
-8.889853156712751447e-01,-4.354553585184627873e-01
-1.798985100506940715e-01,-3.133831216111950257e-01
-3.602625796935520625e-02,-2.691433617705908388e-01
-3.154473464135317262e-01,-3.697582058540774819e-01
-2.994744271655176357e-02,-5.913345699852589066e-01
4.895137556796624878e-01,-7.365696194697082255e-01
5.658661357372937184e-01,-5.829958468772878932e-01
1.018716370039325914e-01,-2.672915877175117694e-01
-4.724848134580091341e-01,-1.143636814906278942e-01
-7.152269627564590282e-01,-8.717591213113332071e-02
-6.097685200878368850e-01,-1.512432430214242229e-01
-6.329480237567699508e-01,-2.022224870878905623e-01
-7.791300699395099505e-01,-2.384984384993804329e-01
-3.937644358406776623e-01,-4.071795652942403199e-01
2.268762206122245106e-01,1.981311041929922079e-01
3.690251492912260955e-01,1.453880201956497809e+00
5.089085764948978463e-01,2.227243969573267091e+00
5.089085764948999557e-01,2.227243969573265314e+00
-2.329265740322862266e-01,2.374477422593831655e+00
-3.436253395090048679e-01,2.326049911735553533e+00
6.387820754209341256e-01,2.218391874873169467e+00
1.471421182410715955e+00,2.370617036753794871e+00
1.804252177027038329e+00,2.284027651500899037e+00
1.513621587166993798e+00,1.558861202005999980e+00
8.806178278550464977e-01,3.796754280132248471e-01
-2.193938077333001946e-01,-7.279348334560232781e-01
-9.583881568611908319e-01,-8.304147098268299665e-01
-1.108718213817947884e+00,-5.038823546176102175e-01
-7.765568122964865427e-01,-6.724282477879455454e-03
-6.740203064591471227e-01,2.059740936492542029e-01
-7.620029481358261414e-01,9.151643649292721255e-03
-7.582375322316359245e-01,-7.095738175337917841e-01
-5.655305985161066529e-01,-1.428907436714745849e+00
-2.821811474849933443e-01,-1.283573494275479510e+00
-5.058686893696714426e-01,-6.210009225791270904e-01
-1.078498607811080534e+00,-2.781903259165477427e-01
-9.514724171810894360e-01,-2.314813911450523676e-01
-5.662612829125894809e-01,-1.474626818847196430e-01
-7.705914220053504682e-01,-2.296272467556815799e-01
-5.975955861253053891e-01,-3.970047738899006307e-01
-2.374807708148526098e-01,-7.982895249139490002e-01
-2.511560455703249969e-02,-1.372720134795459623e+00
-1.756564870837573622e-01,-1.945961202958017999e+00
-6.707865027078068199e-01,-2.052615314586445194e+00
-1.243907125849172290e+00,-1.554268660834858817e+00
-1.641189811584483405e+00,-8.498298370393182477e-01
-1.791220557051730111e+00,-8.088869774951940039e-01
-1.749776077756576287e+00,-1.444580524151667378e+00
-1.628287611905169685e+00,-2.075558901812895041e+00
-1.450297227346443840e+00,-2.589517469666493543e+00
-1.274212980840312648e+00,-2.937145881887300636e+00
-1.133872807964555474e+00,-2.949990195931418313e+00
-8.342842000714990602e-01,-2.145772604179497112e+00
-5.350932896115704329e-01,-8.604391639905843991e-01
-6.117398712283655948e-01,3.261947844418422449e-01
-9.502601559099931317e-01,7.793918684481998538e-01
-1.035724250539533431e+00,1.746841748859982779e+00
-1.103396699897165822e+00,1.858905126668673580e+00
-1.194042893742021771e+00,7.635801781766883289e-01
-7.235925564717246017e-01,-1.892509474367576328e-01
-3.569917796374062757e-02,-9.841201978890820046e-01
3.065921687264817619e-01,-1.558784514577030489e+00
1.474812925382754103e-01,-1.930115408007389677e+00
-1.856856934372318746e-01,-2.593210534877862905e+00
-2.850580220121406438e-01,-3.233932646291008517e+00
-2.410465304009770937e-01,-3.288946655943592479e+00
-3.262309493359763501e-01,-2.294021645957682765e+00
-4.365563372286246357e-01,-1.077860765252559583e+00
-7.555171903017368074e-01,-8.880027883489058915e-01
-1.200087681532025830e+00,-1.083831036200596287e+00
-1.257785972243030015e+00,-9.002173686855706736e-01
-8.708158894133168904e-01,-5.780289388816517437e-01
-6.430599122141489321e-01,-4.304927863722992076e-01
-6.258150247472599181e-01,-3.262645710437776514e-01
-4.909194336383641000e-01,-3.250421841186888483e-01
-2.177878859266740852e-01,-3.115374490172802546e-01
1.556805242861738769e-01,-1.049808930993379047e-01
5.334483560117467826e-01,2.235981693335871434e-01
2.053136456097480467e-01,-1.014355377074263320e-01
-3.434631993094356406e-01,-9.312393307585191682e-01
-4.066469564975180861e-01,-1.245655663893447285e+00
-5.757810741919390241e-01,-1.464304022494412605e+00
-6.066286377558032239e-01,-1.666976821151529009e+00
-4.165077161370683290e-01,-1.505086036313220799e+00
-1.134740426126836649e-01,-9.193379853560940118e-01
1.979169204918845015e-01,-6.089966458643640834e-01
4.199217469318991536e-01,-7.321383289655772897e-01
5.047763782648875264e-01,-7.343550857954560529e-01
4.201332910449289137e-01,-7.323381894117220181e-01
-1.770899419009773768e-01,-5.349996451059411129e-01
-6.555205232868094312e-01,-9.248574193877227845e-02
-5.540591041961334673e-01,-1.361082730656536233e-01
-3.918596582964013475e-01,-7.379543046322589728e-01
-1.240889144062049948e-01,-1.888740119108634374e+00
-9.167238467983096495e-02,-2.756089959516917709e+00
-2.272751083704047104e-01,-2.702602278263980029e+00
-3.624516950785163782e-01,-1.922768957405593948e+00
-4.365563372286246357e-01,-1.077860765252559583e+00
2.859821098847324661e-02,-5.548615315336964393e-01
1.583979793992654761e-01,-3.145099898428870833e-01
-2.493518461510192408e-01,-1.775877804534905513e-01
-1.966829920455784864e-01,-2.877118648894623765e-01
1.979169204918852232e-01,-6.089966458643638614e-01
5.299739723352109300e-01,-1.182121932744411463e+00
6.389720150575949331e-01,-1.962545309748094491e+00
3.228787581473496759e-01,-2.473015109537196832e+00
-1.139393317684656015e-01,-2.327751614602107555e+00
-3.440664339860906584e-01,-1.559066849189876258e+00
-4.140307871399204753e-01,-5.924606142747437243e-01
-4.441563229457410888e-01,-9.592016865315912411e-02
-7.990705760840972616e-01,2.084764255489340856e-02
-1.449914279073404755e+00,3.059119178574764009e-01
-1.944846018307464508e+00,6.486470180074755953e-01
-2.037946758274183701e+00,9.058837532119671243e-01
-1.618316553801265822e+00,7.833136137103566821e-01
-1.035249299411898027e+00,2.016847411266186052e-01
-3.946249206396809650e-01,-1.110822096812633247e-01
2.695544455905631714e-02,1.001838805116269243e-01
2.867568469451594049e-01,1.457836638097908255e-01
3.342115251408787069e-01,1.098807469632424004e-02
1.979495452773413766e-01,-2.733223152620423146e-01
1.979169204918852232e-01,-6.089966458643638614e-01
7.193097104368904871e-02,-6.301389810323324570e-01
3.241141381249253856e-02,-6.375607882304279439e-01
1.285769943285712813e-01,-1.012565942887386106e+00
-1.616998637823613139e-01,-1.302939031956290128e+00
-4.529405909675716102e-01,-1.093911550988248882e+00
-6.250436999695255791e-01,-6.237713553395846100e-01
-6.689932464717517346e-01,-6.429234568943880124e-01
-6.464110123127921881e-01,-1.187032294853487491e+00
-3.570010966633405669e-01,-1.169787952921317320e+00
2.703678384124054146e-01,-2.923683703226343522e-01
1.072604478152492657e-01,2.923496150383761427e-01
-5.329468723652008855e-01,-2.043946150342992527e-02
-6.967986976282707356e-01,-6.573799632106360757e-01
-5.480249965506734933e-01,-1.088130597150776202e+00
-2.626160918357102747e-01,-7.065899108278381746e-01
-1.346577371150999014e-01,-1.649597032500317861e-01
-3.012679754154276579e-01,6.649882657340933610e-03
-4.207276167495900276e-01,-2.121231261165388571e-01
-6.277435376681508306e-01,-2.144098255147588450e-01
-7.908940765492230573e-01,3.195864251830998204e-01
-4.961145718632999357e-01,8.719237020142968086e-01
2.918763926364004724e-01,1.219311233674493344e+00
1.421965909872408229e+00,1.236340195590784230e+00
2.198600193284190318e+00,1.041468069296808796e+00
1.870980944030777637e+00,7.021543081257485275e-01
5.838215642435501396e-01,2.762102714790443669e-01
1.402761516889777793e-01,-4.907704293365159343e-01
9.616342392084877844e-01,-1.061314702780127739e+00
1.535070392074539658e+00,-1.186088700068786528e+00
2.270626874339632728e+00,-1.010663518378203785e+00
3.069659721484655712e+00,-1.030793649251310118e+00
3.225956219288320437e+00,-1.204812100286893894e+00
2.588316466936606108e+00,-1.166180349433641350e+00
